AB,C,D,E,F,G,H,I,J,K,L
0x1E09130100,"0x0F11","0x001E","0x008C","0x0004","P","0x0913","0x0000","0x0001","0x008C","0x0F26","0x07E0"
0x1E09110000,"0x0F12","0x001E","0x008C","0x0005","P","0x0911","0x0000","0x0000","0x008C","0x0F27","0x07E1"
0x1E09110100,"0x0F13","0x001E","0x008C","0x0005","P","0x0911","0x0000","0x0001","0x008C","0x0F27","0x07E1"
0x1E09200000,"0x0F14","0x001E","0x008D","0x0001","P","0x0920","0x0000","0x0000","0x008D","0x0F28","0x07EF"
0x1E09200100,"0x0F15","0x001E","0x008D","0x0001","P","0x0920","0x0000","0x0001","0x008D","0x0F28","0x07EF"
0x1E09220000,"0x0F16","0x001E","0x008D","0x0003","P","0x0922","0x0000","0x0000","0x008D","0x0F29","0x07F0"
0x1E09220100,"0x0F17","0x001E","0x008D","0x0003","P","0x0922","0x0000","0x0001","0x008D","0x0F29","0x07F0"
0x1E09230000,"0x0F18","0x001E","0x008D","0x0004","P","0x0923","0x0000","0x0000","0x008D","0x0F2A","0x07F1"
0x1E09230100,"0x0F19","0x001E","0x008D","0x0004","P","0x0923","0x0000","0x0001","0x008D","0x0F2A","0x07F1"
0x1E09210000,"0x0F1A","0x001E","0x008D","0x0005","P","0x0921","0x0000","0x0000","0x008D","0x0F2B","0x07F2"
0x1E09210100,"0x0F1B","0x001E","0x008D","0x0005","P","0x0921","0x0000","0x0001","0x008D","0x0F2B","0x07F2"
0x1E09140000,"0x0F1C","0x001E","0x0098","0x0001","P","0x0914","0x0000","0x0000","0x0098","0x0F2C","0x0874"
0x1E09140100,"0x0F1D","0x001E","0x0098","0x0001","P","0x0914","0x0000","0x0001","0x0098","0x0F2C","0x0874"
0x1E09160000,"0x0F1E","0x001E","0x0098","0x0003","P","0x0916","0x0000","0x0000","0x0098","0x0F2D","0x0875"
0x1E09160100,"0x0F1F","0x001E","0x0098","0x0003","P","0x0916","0x0000","0x0001","0x0098","0x0F2D","0x0875"
0x1E09170000,"0x0F20","0x001E","0x0098","0x0004","P","0x0917","0x0000","0x0000","0x0098","0x0F2E","0x0876"
0x1E09170100,"0x0F21","0x001E","0x0098","0x0004","P","0x0917","0x0000","0x0001","0x0098","0x0F2E","0x0876"
0x1E09150000,"0x0F22","0x001E","0x0098","0x0005","P","0x0915","0x0000","0x0000","0x0098","0x0F2F","0x0877"
0x1E09150100,"0x0F23","0x001E","0x0098","0x0005","P","0x0915","0x0000","0x0001","0x0098","0x0F2F","0x0877"
0x1E09040000,"0x0F24","0x001E","0x009B","0x0001","P","0x0904","0x0000","0x0000","0x009B","0x0F30","0x0889"
0x1E09040100,"0x0F25","0x001E","0x009B","0x0001","P","0x0904","0x0000","0x0001","0x009B","0x0F30","0x0889"
0x1E09060000,"0x0F26","0x001E","0x009B","0x0003","P","0x0906","0x0000","0x0000","0x009B","0x0F31","0x088A"
0x1E09060100,"0x0F27","0x001E","0x009B","0x0003","P","0x0906","0x0000","0x0001","0x009B","0x0F31","0x088A"
0x1E09070000,"0x0F28","0x001E","0x009B","0x0004","P","0x0907","0x0000","0x0000","0x009B","0x0F32","0x088B"
0x1E09070100,"0x0F29","0x001E","0x009B","0x0004","P","0x0907","0x0000","0x0001","0x009B","0x0F32","0x088B"
0x1E09050000,"0x0F2A","0x001E","0x009B","0x0005","P","0x0905","0x0000","0x0000","0x009B","0x0F33","0x088C"
0x1E09050100,"0x0F2B","0x001E","0x009B","0x0005","P","0x0905","0x0000","0x0001","0x009B","0x0F33","0x088C"
0x1E287C0000,"0x0F2C","0x001E","0x00A0","0x0001","P","0x287C","0x0000","0x0000","0x00A0","0x0F34","0x08FB"
0x1E287C0100,"0x0F2D","0x001E","0x00A0","0x0001","P","0x287C","0x0000","0x0001","0x00A0","0x0F34","0x08FB"
0x1E27880000,"0x0F2E","0x001E","0x00A0","0x0002","P","0x2788","0x0000","0x0000","0x00A0","0x0F35","0x08FC"
0x1E27880100,"0x0F2F","0x001E","0x00A0","0x0002","P","0x2788","0x0000","0x0001","0x00A0","0x0F35","0x08FC"
0x1E27860000,"0x0F30","0x001E","0x00A2","0x0001","P","0x2786","0x0000","0x0000","0x00BF","0x0F36","0x0927"
0x1E27860100,"0x0F31","0x001E","0x00A2","0x0001","P","0x2786","0x0000","0x0001","0x00A2","0x0F36","0x0927"
0x1E09090000,"0x0F32","0x001E","0x00A2","0x0003","P","0x0909","0x0000","0x0000","0x00A2","0x0F37","0x0928"
0x1E09090100,"0x0F33","0x001E","0x00A2","0x0003","P","0x0909","0x0000","0x0001","0x00A2","0x0F37","0x0928"
0x1E27850000,"0x0F34","0x001E","0x00A3","0x0001","P","0x2785","0x0000","0x0000","0x00A3","0x0F38","0x0932"
0x1E27850100,"0x0F35","0x001E","0x00A3","0x0001","P","0x2785","0x0000","0x0001","0x00A3","0x0F38","0x0932"
0x1E08100000,"0x0F36","0x001E","0x00A3","0x0003","P","0x0810","0x0000","0x0000","0x00A3","0x0F39","0x0933"
0x1E08100100,"0x0F37","0x001E","0x00A3","0x0003","P","0x0810","0x0000","0x0001","0x00A3","0x0F39","0x0933"
0x1E27870000,"0x0F38","0x001E","0x00A4","0x0002","P","0x2787","0x0000","0x0000","0x00A4","0x0F3A","0x094C"
0x1E27870100,"0x0F39","0x001E","0x00A4","0x0002","P","0x2787","0x0000","0x0001","0x00A4","0x0F3A","0x094C"
0x1E07E60000,"0x0F3A","0x001E","0x00A6","0x0001","P","0x07E6","0x0000","0x0000","0x03E7","0x1441","0x0964"
0x1E07E60100,"0x0F3B","0x001E","0x00A6","0x0001","P","0x07E6","0x0000","0x0001","0x03E7","0x1441","0x0964"
0x1E072B0000,"0x0F3C","0x001E","0x00A6","0x0002","P","0x072B","0x0000","0x0000","0x03E7","0x1438","0x0965"
0x1E072B0100,"0x0F3D","0x001E","0x00A6","0x0002","P","0x072B","0x0000","0x0001","0x03E7","0x1438","0x0965"
0x1E072C0000,"0x0F3E","0x001E","0x00A6","0x0004","P","0x072C","0x0000","0x0000","0x03E7","0x1439","0x0966"
0x1E072C0100,"0x0F3F","0x001E","0x00A6","0x0004","P","0x072C","0x0000","0x0001","0x03E7","0x1439","0x0966"
0x1E072D0000,"0x0F40","0x001E","0x00A6","0x0005","P","0x072D","0x0000","0x0000","0x03E7","0x143A","0x0967"
0x1E072D0100,"0x0F41","0x001E","0x00A6","0x0005","P","0x072D","0x0000","0x0001","0x03E7","0x143A","0x0967"
0x1E072E0000,"0x0F42","0x001E","0x00A6","0x0006","P","0x072E","0x0000","0x0000","0x03E7","0x143B","0x0968"
0x1E072E0100,"0x0F43","0x001E","0x00A6","0x0006","P","0x072E","0x0000","0x0001","0x03E7","0x143B","0x0968"
0x1E072F0000,"0x0F44","0x001E","0x00A6","0x0007","P","0x072F","0x0000","0x0000","0x03E7","0x143C","0x0969"
0x1E072F0100,"0x0F45","0x001E","0x00A6","0x0007","P","0x072F","0x0000","0x0001","0x03E7","0x143C","0x0969"
0x1E073A0000,"0x0F46","0x001E","0x00A6","0x0008","P","0x073A","0x0000","0x0000","0x03E7","0x143D","0x096A"
0x1E073A0100,"0x0F47","0x001E","0x00A6","0x0008","P","0x073A","0x0000","0x0001","0x03E7","0x143D","0x096A"
0x1E073B0000,"0x0F48","0x001E","0x00A6","0x0009","P","0x073B","0x0000","0x0000","0x03E7","0x143E","0x096B"
0x1E073B0100,"0x0F49","0x001E","0x00A6","0x0009","P","0x073B","0x0000","0x0001","0x03E7","0x143E","0x096B"
0x1E073C0000,"0x0F4A","0x001E","0x00A6","0x000A","P","0x073C","0x0000","0x0000","0x03E7","0x143F","0x096C"
0x1E073C0100,"0x0F4B","0x001E","0x00A6","0x000A","P","0x073C","0x0000","0x0001","0x03E7","0x143F","0x096C"
0x1E07E40000,"0x0F4C","0x001E","0x00A7","0x0001","P","0x07E4","0x0000","0x0000","0x00A7","0x0F3B","0x0988"
0x1E07E40100,"0x0F4D","0x001E","0x00A7","0x0001","P","0x07E4","0x0000","0x0001","0x00A7","0x0F3B","0x0988"
0x1E073E0000,"0x0F4E","0x001E","0x00A7","0x0002","P","0x073E","0x0000","0x0000","0x00A7","0x0F3C","0x0989"
0x1E073E0100,"0x0F4F","0x001E","0x00A7","0x0002","P","0x073E","0x0000","0x0001","0x00A7","0x0F3C","0x0989"
0x1E073F0000,"0x0F50","0x001E","0x00A7","0x0004","P","0x073F","0x0000","0x0000","0x00A7","0x0F3D","0x098A"
0x1E073F0100,"0x0F51","0x001E","0x00A7","0x0004","P","0x073F","0x0000","0x0001","0x00A7","0x0F3D","0x098A"
0x1E074A0000,"0x0F52","0x001E","0x00A7","0x0005","P","0x074A","0x0000","0x0000","0x00A7","0x0F3E","0x098B"
0x1E074A0100,"0x0F53","0x001E","0x00A7","0x0005","P","0x074A","0x0000","0x0001","0x00A7","0x0F3E","0x098B"
0x1E074B0000,"0x0F54","0x001E","0x00A7","0x0006","P","0x074B","0x0000","0x0000","0x00A7","0x0F3F","0x098C"
0x1E074B0100,"0x0F55","0x001E","0x00A7","0x0006","P","0x074B","0x0000","0x0001","0x00A7","0x0F3F","0x098C"
0x1E074C0000,"0x0F56","0x001E","0x00A7","0x0007","P","0x074C","0x0000","0x0000","0x00A7","0x0F40","0x098D"
0x1E074C0100,"0x0F57","0x001E","0x00A7","0x0007","P","0x074C","0x0000","0x0001","0x00A7","0x0F40","0x098D"
0x1E074D0000,"0x0F58","0x001E","0x00A7","0x0008","P","0x074D","0x0000","0x0000","0x00A7","0x0F41","0x098E"
0x1E074D0100,"0x0F59","0x001E","0x00A7","0x0008","P","0x074D","0x0000","0x0001","0x00A7","0x0F41","0x098E"
0x1E074E0000,"0x0F5A","0x001E","0x00A7","0x0009","P","0x074E","0x0000","0x0000","0x00A7","0x0F42","0x098F"
0x1E074E0100,"0x0F5B","0x001E","0x00A7","0x0009","P","0x074E","0x0000","0x0001","0x00A7","0x0F42","0x098F"
0x1E074F0000,"0x0F5C","0x001E","0x00A7","0x000A","P","0x074F","0x0000","0x0000","0x00A7","0x0F43","0x0990"
0x1E074F0100,"0x0F5D","0x001E","0x00A7","0x000A","P","0x074F","0x0000","0x0001","0x00A7","0x0F43","0x0990"
0x1E08770000,"0x0F5E","0x001E","0x00AF","0x0003","P","0x0877","0x0000","0x0000","0x00A5","0x135B","0x09F8"
0x1E08770100,"0x0F5F","0x001E","0x00AF","0x0003","P","0x0877","0x0000","0x0001","0x00A5","0x135B","0x09F8"
0x1E08780000,"0x0F60","0x001E","0x00AF","0x0004","P","0x0878","0x0000","0x0000","0x00A4","0x135C","0x09F9"
0x1E08780100,"0x0F61","0x001E","0x00AF","0x0004","P","0x0878","0x0000","0x0001","0x00A4","0x135C","0x09F9"
0x1E09890000,"0x0F62","0x001E","0x00B0","0x0003","P","0x0989","0x0000","0x0000","0x00A7","0x135D","0x0A01"
0x1E09890100,"0x0F63","0x001E","0x00B0","0x0003","P","0x0989","0x0000","0x0001","0x00A7","0x135D","0x0A01"
0x1E09900000,"0x0F64","0x001E","0x00B0","0x0004","P","0x0990","0x0000","0x0000","0x00A6","0x135E","0x0A02"
0x1E09900100,"0x0F65","0x001E","0x00B0","0x0004","P","0x0990","0x0000","0x0001","0x00A6","0x135E","0x0A02"
0x1E083C0000,"0x0F66","0x001E","0x00B2","0x0003","P","0x083C","0x0000","0x0000","0x00B2","0x0F44","0x0A1C"
0x1E083C0100,"0x0F67","0x001E","0x00B2","0x0003","P","0x083C","0x0000","0x0001","0x00B2","0x0F44","0x0A1C"
0x1E084C0000,"0x0F68","0x001E","0x00B3","0x0003","P","0x084C","0x0000","0x0000","0x00A8","0x135F","0x0A2E"
0x1E084C0100,"0x0F69","0x001E","0x00B3","0x0003","P","0x084C","0x0000","0x0001","0x00A8","0x135F","0x0A2E"
0x1E08110000,"0x0F6A","0x001E","0x00B5","0x0001","P","0x0811","0x0000","0x0000","0x00AF","0x1360","0x0A5F"
0x1E08110100,"0x0F6B","0x001E","0x00B5","0x0001","P","0x0811","0x0000","0x0001","0x00AF","0x1360","0x0A5F"
0x1E28710000,"0x0F6C","0x001E","0x00B5","0x0002","P","0x2871","0x0000","0x0000","0x00B5","0x0F45","0x0A61"
0x1E28710100,"0x0F6D","0x001E","0x00B5","0x0002","P","0x2871","0x0000","0x0001","0x00B5","0x0F45","0x0A61"
0x1E28570000,"0x0F6E","0x001E","0x00B5","0x0003","P","0x2857","0x0000","0x0000","0x00B5","0x0F46","0x0A62"
0x1E28570100,"0x0F6F","0x001E","0x00B5","0x0003","P","0x2857","0x0000","0x0001","0x00B5","0x0F46","0x0A62"
0x1E081E0000,"0x0F70","0x001E","0x00B6","0x0001","P","0x081E","0x0000","0x0000","0x00B6","0x0F47","0x0A6C"
0x1E081E0100,"0x0F71","0x001E","0x00B6","0x0001","P","0x081E","0x0000","0x0001","0x00B6","0x0F47","0x0A6C"
0x1E28790000,"0x0F72","0x001E","0x00B6","0x0002","P","0x2879","0x0000","0x0000","0x00B6","0x0F48","0x0A6D"
0x1E28790100,"0x0F73","0x001E","0x00B6","0x0002","P","0x2879","0x0000","0x0001","0x00B6","0x0F48","0x0A6D"
0x1E28580000,"0x0F74","0x001E","0x00B6","0x0003","P","0x2858","0x0000","0x0000","0x00B6","0x0F49","0x0A6E"
0x1E28580100,"0x0F75","0x001E","0x00B6","0x0003","P","0x2858","0x0000","0x0001","0x00B6","0x0F49","0x0A6E"
0x1E177A0000,"0x0F76","0x001E","0x00BE","0x0001","P","0x177A","0x0000","0x0000","0x00A1","0x1361","0x0B01"
0x1E177A0100,"0x0F77","0x001E","0x00BE","0x0001","P","0x177A","0x0000","0x0001","0x00A1","0x1361","0x0B01"
0x1E177B0000,"0x0F78","0x001E","0x00BF","0x0001","P","0x177B","0x0000","0x0000","0x00BF","0x0F4A","0x0B0B"
0x1E177B0100,"0x0F79","0x001E","0x00BF","0x0001","P","0x177B","0x0000","0x0001","0x00BF","0x0F4A","0x0B0B"
0x1F51100000,"0x0F7A","0x001F","0x0000","0x0000","C","0x1110","0x0096","0x0000","0x0001","0x14C3","0x3514"
0x1F51100001,"0x0F7B","0x001F","0x0000","0x0000","C","0x1110","0x0011","0x0000","0x0002","0x14BE","0x350B"
0x1F51100002,"0x0F7C","0x001F","0x0000","0x0000","C","0x1110","0x0012","0x0000","0x0003","0x14BF","0x350C"
0x1F51100003,"0x0F7D","0x001F","0x0000","0x0000","C","0x1110","0x0013","0x0000","0x0004","0x14C0","0x350E"
0x1F51110000,"0x0F7E","0x001F","0x0000","0x0000","C","0x1111","0x0096","0x0000","0x0005","0x14C9","0x351F"
0x1F51110001,"0x0F7F","0x001F","0x0000","0x0000","C","0x1111","0x0011","0x0000","0x0006","0x14C4","0x3516"
0x1F51110002,"0x0F80","0x001F","0x0000","0x0000","C","0x1111","0x0012","0x0000","0x0007","0x14C5","0x3517"
0x1F51110003,"0x0F81","0x001F","0x0000","0x0000","C","0x1111","0x0013","0x0000","0x0008","0x14C6","0x3519"
0x1F51200000,"0x0F82","0x001F","0x0000","0x0000","C","0x1120","0x0014","0x0000","0x0009","0x14CC","0x3523"
0x1F51200001,"0x0F83","0x001F","0x0000","0x0000","C","0x1120","0x0096","0x0000","0x000A","0x14CE","0x3526"
0x1F40620000,"0x0F84","0x001F","0x0000","0x0000","C","0x0062","0x00C1","0x0000","0x000B","0x14B9","0x34C1"
0x1F40620001,"0x0F85","0x001F","0x0000","0x0000","C","0x0062","0x0076","0x0000","0x000C","0x14B8","0x34C6"
0x1F40620002,"0x0F86","0x001F","0x0000","0x0000","C","0x0062","0x0054","0x0000","0x000D","0x14B7","0x34C4"
0x1F80500000,"0x0F87","0x001F","0x0000","0x0000","B","0x0050","0x00F0","0x0000","0x000E","0x14AE","0x2D83"
0x1F51000000,"0x0F88","0x001F","0x0000","0x0000","C","0x1100","0x0094","0x0000","0x000F","0x14BC","0x3507"
0x1F51000001,"0x0F89","0x001F","0x0000","0x0000","C","0x1100","0x0053","0x0000","0x0010","0x14BA","0x3502"
0x1F51000002,"0x0F8A","0x001F","0x0000","0x0000","C","0x1100","0x0054","0x0000","0x0011","0x14BB","0x3504"
0x1FC0290000,"0x0F8B","0x001F","0x0000","0x0000","U","0x0029","0x0000","0x0000","0x0012","0x14DE","0xAA2A"
0x1FC1000000,"0x0F8C","0x001F","0x0000","0x0000","U","0x0100","0x0000","0x0000","0x0013","0x14E0","0xAA8D"
0x1FC1010000,"0x0F8D","0x001F","0x0000","0x0000","U","0x0101","0x0000","0x0000","0x0014","0x14E1","0xAABE"
0x1FC1220000,"0x0F8E","0x001F","0x0000","0x0000","U","0x0122","0x0000","0x0000","0x0015","0x14E2","0xAB12"
0x1FC1550000,"0x0F8F","0x001F","0x0000","0x0000","U","0x0155","0x0000","0x0000","0x0016","0x14E5","0xABA7"
0x1FC1510000,"0x0F90","0x001F","0x0000","0x0000","U","0x0151","0x0000","0x0000","0x0017","0x14E4","0xAB92"
0x1FC4010000,"0x0F91","0x001F","0x0000","0x0000","U","0x0401","0x0068","0x0000","0x0018","0x14E6","0xAC23"
0x1FC4020000,"0x0F92","0x001F","0x0000","0x0000","U","0x0402","0x0068","0x0000","0x0019","0x14E7","0xAC31"
0x1FC4160000,"0x0F93","0x001F","0x0000","0x0000","U","0x0416","0x0068","0x0000","0x001A","0x14E8","0xAC42"
0x1FC4160001,"0x0F94","0x001F","0x0000","0x0000","U","0x0416","0x00F8","0x0000","0x001B","0x14E9","0xAC48"
0x1FF0030000,"0x0F95","0x001F","0x0000","0x0000","U","0x3003","0x0016","0x0000","0x001C","0x14EC","0xAE3B"
0x1FF0030001,"0x0F96","0x001F","0x0000","0x0000","U","0x3003","0x0017","0x0000","0x001D","0x14ED","0xAE42"
0x1FF0030002,"0x0F97","0x001F","0x0000","0x0000","U","0x3003","0x0068","0x0000","0x001E","0x14EE","0xAE48"
0x1FF0060000,"0x0F98","0x001F","0x0000","0x0000","U","0x3006","0x0013","0x0000","0x001F","0x14EF","0xAE51"
0x1FF0000000,"0x0F99","0x001F","0x0000","0x0000","U","0x3000","0x0051","0x0000","0x0021","0x14EB","0xAE15"
0x1F40310000,"0x0F9A","0x001F","0x0000","0x0000","C","0x0031","0x0062","0x0000","0x0022","0x14B2","0x346C"
0x1F40340000,"0x0F9B","0x001F","0x0000","0x0000","C","0x0034","0x0062","0x0000","0x0023","0x14B3","0x3477"
0x1F40370000,"0x0F9C","0x001F","0x0000","0x0000","C","0x0037","0x0062","0x0000","0x0024","0x14B4","0x3482"
0x1F403A0000,"0x0F9D","0x001F","0x0000","0x0000","C","0x003A","0x0062","0x0000","0x0025","0x14B5","0x348E"
0x1FC1290000,"0x0F9E","0x001F","0x0000","0x0000","U","0x0129","0x0000","0x0000","0x0026","0x14E3","0xAB54"
0x1FF0000001,"0x0F9F","0x001F","0x0000","0x0000","U","0x3000","0x0049","0x0000","0x0027","0x14EA","0xAE03"
0x1F40620003,"0x0FA0","0x001F","0x0000","0x0000","C","0x0062","0x001C","0x0000","0x03E7","0x14B6","0x34C1"
0x1F51300000,"0x0FA1","0x001F","0x0000","0x0000","C","0x1130","0x0028","0x0000","0x0028","0x14CF","0x3527"
0x1F51300001,"0x0FA2","0x001F","0x0000","0x0000","C","0x1130","0x0062","0x0000","0x0029","0x14D0","0x352A"
0x1F51300002,"0x0FA3","0x001F","0x0000","0x0000","C","0x1130","0x0076","0x0000","0x002A","0x14D1","0x352C"
0x1F51310000,"0x0FA4","0x001F","0x0000","0x0000","C","0x1131","0x0014","0x0000","0x002B","0x14D3","0x352F"
0x1F51120000,"0x0FA5","0x001F","0x0000","0x0000","C","0x1112","0x0012","0x0000","0x002C","0x14CA","0x3520"
0x1F51130000,"0x0FA6","0x001F","0x0000","0x0000","C","0x1113","0x0012","0x0000","0x002D","0x14CB","0x3521"
0x1F51200002,"0x0FA7","0x001F","0x0000","0x0000","C","0x1120","0x0062","0x0000","0x002E","0x14CD","0x3524"
0x1F51100004,"0x0FA8","0x001F","0x0000","0x0000","C","0x1110","0x0014","0x0000","0x002F","0x14C1","0x350F"
0x1F51110004,"0x0FA9","0x001F","0x0000","0x0000","C","0x1111","0x0014","0x0000","0x0030","0x14C7","0x351A"
0x1F51100005,"0x0FAA","0x001F","0x0000","0x0000","C","0x1110","0x0092","0x0000","0x0031","0x14C2","0x3511"
0x1F51110005,"0x0FAB","0x001F","0x0000","0x0000","C","0x1111","0x0092","0x0000","0x0032","0x14C8","0x351C"
0x1F51000003,"0x0FAC","0x001F","0x0000","0x0000","C","0x1100","0x0098","0x0000","0x0033","0x14BD","0x3509"
0x1FC0620000,"0x0FAD","0x001F","0x0000","0x0000","U","0x0062","0x00F0","0x0000","0x0034","0x14DF","0xAA84"
0x1F51310001,"0x0FAE","0x001F","0x0000","0x0000","C","0x1131","0x0012","0x0000","0x0035","0x14D2","0x352D"
0x1F5C010000,"0x0FAF","0x001F","0x0000","0x0000","C","0x1C01","0x00F0","0x0000","0x0036","0x14D4","0x35D3"
0x2054000000,"0x0FB0","0x0020","0x0000","0x0000","C","0x1400","0x0011","0x0000","0x0001","0x1502","0x354B"
0x2054000001,"0x0FB1","0x0020","0x0000","0x0000","C","0x1400","0x0013","0x0000","0x0002","0x1504","0x354D"
0x2054000002,"0x0FB2","0x0020","0x0000","0x0000","C","0x1400","0x0014","0x0000","0x0003","0x1505","0x354E"
0x2054200000,"0x0FB3","0x0020","0x0000","0x0000","C","0x1420","0x0029","0x0000","0x0004","0x1519","0x355F"
0x2054210000,"0x0FB4","0x0020","0x0000","0x0000","C","0x1421","0x0014","0x0000","0x0005","0x151C","0x3561"
0x2054220000,"0x0FB5","0x0020","0x0000","0x0000","C","0x1422","0x0014","0x0000","0x0006","0x151E","0x3562"
0x2054230000,"0x0FB6","0x0020","0x0000","0x0000","C","0x1423","0x0014","0x0000","0x0007","0x1520","0x3563"
0x2054300000,"0x0FB7","0x0020","0x0000","0x0000","C","0x1430","0x0013","0x0000","0x0008","0x1522","0x3564"
0x2054310000,"0x0FB8","0x0020","0x0000","0x0000","C","0x1431","0x0014","0x0000","0x0009","0x1524","0x3565"
0x2054320000,"0x0FB9","0x0020","0x0000","0x0000","C","0x1432","0x0062","0x0000","0x000A","0x1526","0x3566"
0x20C0290000,"0x0FBA","0x0020","0x0000","0x0000","U","0x0029","0x0000","0x0000","0x000B","0x1541","0xAA37"
0x20C1000000,"0x0FBB","0x0020","0x0000","0x0000","U","0x0100","0x0000","0x0000","0x000C","0x1543","0xAA95"
0x20F0000000,"0x0FBC","0x0020","0x0000","0x0000","U","0x3000","0x0049","0x0000","0x000D","0x1551","0xAE29"
0x20F0000001,"0x0FBD","0x0020","0x0000","0x0000","U","0x3000","0x0051","0x0000","0x000E","0x1552","0xAE30"
0x20F0030000,"0x0FBE","0x0020","0x0000","0x0000","U","0x3003","0x0016","0x0000","0x000F","0x1556","0xAE4A"
0x20F0030001,"0x0FBF","0x0020","0x0000","0x0000","U","0x3003","0x0017","0x0000","0x0010","0x1557","0xAE4C"
0x20F0060000,"0x0FC0","0x0020","0x0000","0x0000","U","0x3006","0x0017","0x0000","0x0011","0x155C","0xAE5B"
0x2040510000,"0x0FC1","0x0020","0x0000","0x0000","C","0x0051","0x0096","0x0000","0x0012","0x14FF","0x34B4"
0x2040630000,"0x0FC2","0x0020","0x0000","0x0000","C","0x0063","0x0096","0x0000","0x0013","0x1501","0x34DF"
0x2054000003,"0x0FC3","0x0020","0x0000","0x0000","C","0x1400","0x0096","0x0000","0x0014","0x1508","0x3551"
0x2054010000,"0x0FC4","0x0020","0x0000","0x0000","C","0x1401","0x0062","0x0000","0x0015","0x150C","0x3552"
0x2054020000,"0x0FC5","0x0020","0x0000","0x0000","C","0x1402","0x0049","0x0000","0x0016","0x150D","0x3553"
0x2054030000,"0x0FC6","0x0020","0x0000","0x0000","C","0x1403","0x0062","0x0000","0x0017","0x1510","0x3556"
0x2054100000,"0x0FC7","0x0020","0x0000","0x0000","C","0x1410","0x0092","0x0000","0x0019","0x1518","0x355E"
0x2054330000,"0x0FC8","0x0020","0x0000","0x0000","C","0x1433","0x0062","0x0000","0x001A","0x1528","0x3567"
0x20C1010000,"0x0FC9","0x0020","0x0000","0x0000","U","0x0101","0x0000","0x0000","0x001B","0x1545","0xAAC9"
0x20C1220000,"0x0FCA","0x0020","0x0000","0x0000","U","0x0122","0x0000","0x0000","0x001C","0x1546","0xAB1D"
0x20C1260000,"0x0FCB","0x0020","0x0000","0x0000","U","0x0126","0x0000","0x0000","0x001D","0x1547","0xAB3F"
0x20C4160000,"0x0FCC","0x0020","0x0000","0x0000","U","0x0416","0x0068","0x0000","0x001F","0x154A","0xAC4B"
0x20D1000000,"0x0FCD","0x0020","0x0000","0x0000","U","0x1100","0x0000","0x0000","0x0020","0x154B","0xAC78"
0x20D4830000,"0x0FCE","0x0020","0x0000","0x0000","U","0x1483","0x0094","0x0000","0x0021","0x154F","0xADDA"
0x20F0000002,"0x0FCF","0x0020","0x0000","0x0000","U","0x3000","0x0055","0x0000","0x0022","0x1553","0xAE36"
0x2054030001,"0x0FD0","0x0020","0x0000","0x0000","C","0x1403","0x0096","0x0000","0x0018","0x1511","0x3557"
0x20C1550000,"0x0FD1","0x0020","0x0000","0x0000","U","0x0155","0x0000","0x0000","0x001E","0x1549","0xABB1"
0x2054000004,"0x0FD2","0x0020","0x0000","0x0000","C","0x1400","0x0012","0x0000","0x0023","0x1503","0x354C"
0x2054000005,"0x0FD3","0x0020","0x0000","0x0000","C","0x1400","0x0029","0x0000","0x0024","0x1507","0x3550"
0x20F0030002,"0x0FD4","0x0020","0x0000","0x0000","U","0x3003","0x001C","0x0000","0x0025","0x1558","0xAE4E"
0x2054000006,"0x0FD5","0x0020","0x0000","0x0000","C","0x1400","0x001D","0x0000","0x0026","0x1506","0x354F"
0x2054030002,"0x0FD6","0x0020","0x0000","0x0000","C","0x1403","0x0014","0x0000","0x0027","0x150E","0x3554"
0x2054030003,"0x0FD7","0x0020","0x0000","0x0000","C","0x1403","0x0029","0x0000","0x0028","0x150F","0x3555"
0x2054040000,"0x0FD8","0x0020","0x0000","0x0000","C","0x1404","0x0011","0x0000","0x0029","0x1512","0x3558"
0x2054040001,"0x0FD9","0x0020","0x0000","0x0000","C","0x1404","0x0013","0x0000","0x002A","0x1513","0x3559"
0x2054050000,"0x0FDA","0x0020","0x0000","0x0000","C","0x1405","0x0011","0x0000","0x002B","0x1514","0x355A"
0x2054060000,"0x0FDB","0x0020","0x0000","0x0000","C","0x1406","0x0011","0x0000","0x002D","0x1516","0x355C"
0x2054060001,"0x0FDC","0x0020","0x0000","0x0000","C","0x1406","0x0013","0x0000","0x002E","0x1517","0x355D"
0x2054050001,"0x0FDD","0x0020","0x0000","0x0000","C","0x1405","0x0013","0x0000","0x002C","0x1515","0x355B"
0x20D29C0000,"0x0FDE","0x0020","0x0000","0x0000","U","0x129C","0x0000","0x0000","0x002F","0x154C","0xAD99"
0x2054200001,"0x0FDF","0x0020","0x0000","0x0000","C","0x1420","0x002A","0x0000","0x0030","0x151A","0x3560"
